00002018120100b8
00000818120323aa
00000818120327a8
0000081812032ba6
0000081812032fa4
00000818120333a2
00000818120337a0
0000081812033b9e
0000081812033f9c
000008181203439a
0000081812034798
0000081812034b96
0000081812034f94
0000081812035392
0000081812035790
0000081812035b8e
0000081812035f8c
000008181203638a
0000081812036788
0000081812036b86
0000081812036f84
0000081812037382
0000081812037780
000008001202fffa
00000818120303f8
00000818120307f6
0000081812030bf4
0000080012030ff2
00000818120313f0
00000818120317ee
0000081812031bec
0000080412031fea
00000818120323e8
00000818120327e6
0000081812032be4
0000080812032fe2
00000818120333e0
00000818120337de
0000081812033bdc
0000080c12033fda
00000818120343d8
00000818120347d6
0000081812034bd4
0000081012034fd2
00000818120353d0
00000818120357ce
0000081812035bcc
0000081412035fca
00000818120363c8
00000818120367c6
0000081812036bc4
0000081812036fc2
00000818120373c0
00000818120377be
0000201812048054
0000081812048452
0000081812048850
0000081812048c4e
000008181204904c
000008181204944a
0000081812049848
0000081812049c46
000008181204a044
000008181204a442
000008181204a840
000008181204ac3e
000008181204b03c
000008181204b43a
000008181204b838
000008181204bc36
000008181204c034
000008181204c432
000008181204c830
000008181204cc2e
000008181204d02c
000008181204d42a
000008181204d828
000008181204dc26
000008181204e024
000008181204e422
000008181204e820
000008181204ec1e
000008181204f01c
000008181204f41a
000008181204f818
0000081812048092
0000081812048490
000008181204888e
0000081812048c8c
000008181204908a
0000081812049488
0000081812049886
0000081812049c84
000008181204a082
000008181204a480
000008181204a87e
000008181204ac7c
000008181204b07a
000008181204b478
000008181204b876
000008181204bc74
000008181204c072
000008181204c470
000008181204c86e
000008181204cc6c
000008181204d06a
000008181204d468
000008181204d866
000008181204dc64
000008181204e062
000008181204e460
000008181204e85e
000008181204ec5c
000008181204f05a
000008181204f458
000008181204f856
000008181204fc54
0000081812050052
0000081812050450
000008181205084e
0000081812050c4c
000008181205104a
0000081812051448
0000081812051846
0000081812051c44
0000081812052042
0000081812052440
000008181205283e
0000081812052c3c
000008181205303a
0000081812053438
0000081812053836
0000081812053c34
0000081812054032
0000081812054430
000008181205482e
0000081812054c2c
000008181205502a
0000081812055428
0000081812055826
0000081812055c24
0000081812056022
0000081812056420
000008181205681e
0000081812056c1c
000008181205701a
0000081812057418
000008181204fc92
0000081812050090
000008181205048e
000008181205088c
0000081812050c8a
0000081812051088
0000081812051486
0000081812051884
0000081812051c82
0000081812052080
000008181205247e
000008181205287c
0000081812052c7a
0000081812053078
0000081812053476
0000081812053874
0000081812053c72
0000081812054070
000008181205446e
000008181205486c
0000081812054c6a
0000081812055068
0000081812055466
0000081812055864
0000081812055c62
0000081812056060
000008181205645e
000008181205685c
0000081812056c5a
0000081812057058
0000081812057456
000008181204fcd0
00000818120500ce
00000818120504cc
00000818120508ca
0000081812050cc8
00000818120510c6
00000818120514c4
00000818120518c2
0000081812051cc0
00000818120520be
00000818120524bc
00000818120528ba
0000081812052cb8
00000818120530b6
00000818120534b4
00000818120538b2
0000081812053cb0
00000818120540ae
00000818120544ac
00000818120548aa
0000081812054ca8
00000818120550a6
00000818120554a4
00000818120558a2
0000081812055ca0
000008181205609e
000008181205649c
000008181205689a
0000081812056c98
0000081812057096
0000081812057494
000008181204fd0e
000008181205010c
000008181205050a
0000081812050908
0000081812050d06
0000081812051104
0000081812051502
0000081812051900
0000081812051cfe
00000818120520fc
00000818120524fa
00000818120528f8
0000081812052cf6
00000818120530f4
00000818120534f2
00000818120538f0
0000081812053cee
00000818120540ec
00000818120544ea
00000818120548e8
0000081812054ce6
00000818120550e4
00000818120554e2
00000818120558e0
0000081812055cde
00000818120560dc
00000818120564da
00000818120568d8
0000081812056cd6
00000818120570d4
00000818120574d2
000008181204fd4c
000008181205014a
0000081812050548
0000081812050946
0000081812050d44
0000081812051142
0000081812051540
000008181205193e
0000081812051d3c
000008181205213a
0000081812052538
0000081812052936
0000081812052d34
0000081812053132
0000081812053530
000008181205392e
0000081812053d2c
000008181205412a
0000081812054528
0000081812054926
0000081812054d24
0000081812055122
0000081812055520
000008181205591e
0000081812055d1c
000008181205611a
0000081812056518
0000081812056916
0000081812056d14
0000081812057112
0000081812057510
000008181204fd8a
0000081812050188
0000081812050586
0000081812050984
0000081812050d82
0000081812051180
000008181205157e
000008181205197c
0000081812051d7a
0000081812052178
0000081812052576
0000081812052974
0000081812052d72
0000081812053170
000008181205356e
000008181205396c
0000081812053d6a
0000081812054168
0000081812054566
0000081812054964
0000081812054d62
0000081812055160
000008181205555e
000008181205595c
0000081812055d5a
0000081812056158
0000081812056556
0000081812056954
0000081812056d52
0000081812057150
000008181205754e
0000201812067de4
00000818120681e2
00000818120685e0
00000818120689de
0000081812068ddc
00000818120691da
00000818120695d8
00000818120699d6
0000081812069dd4
000008181206a1d2
000008181206a5d0
000008181206a9ce
000008181206adcc
000008181206b1ca
000008181206b5c8
000008181206b9c6
000008181206bdc4
000008181206c1c2
000008181206c5c0
000008181206c9be
000008181206cdbc
000008181206d1ba
000008181206d5b8
000008181206d9b6
000008181206ddb4
000008181206e1b2
000008181206e5b0
000008181206e9ae
000008181206edac
000008181206f1aa
000008181206f5a8
0000081812067e22
0000081812068220
000008181206861e
0000081812068a1c
0000081812068e1a
0000081812069218
0000081812069616
0000081812069a14
0000081812069e12
000008181206a210
000008181206a60e
000008181206aa0c
000008181206ae0a
000008181206b208
000008181206b606
000008181206ba04
000008181206be02
000008181206c200
000008181206c5fe
000008181206c9fc
000008181206cdfa
000008181206d1f8
000008181206d5f6
000008181206d9f4
000008181206ddf2
000008181206e1f0
000008181206e5ee
000008181206e9ec
000008181206edea
000008181206f1e8
000008181206f5e6
0000081812067e60
000008181206825e
000008181206865c
0000081812068a5a
0000081812068e58
0000081812069256
0000081812069654
0000081812069a52
0000081812069e50
000008181206a24e
000008181206a64c
000008181206aa4a
000008181206ae48
000008181206b246
000008181206b644
000008181206ba42
000008181206be40
000008181206c23e
000008181206c63c
000008181206ca3a
000008181206ce38
000008181206d236
000008181206d634
000008181206da32
000008181206de30
000008181206e22e
000008181206e62c
000008181206ea2a
000008181206ee28
000008181206f226
000008181206f624
0000081812067e9e
000008181206829c
000008181206869a
0000081812068a98
0000081812068e96
0000081812069294
0000081812069692
0000081812069a90
0000081812069e8e
000008181206a28c
000008181206a68a
000008181206aa88
000008181206ae86
000008181206b284
000008181206b682
000008181206ba80
000008181206be7e
000008181206c27c
000008181206c67a
000008181206ca78
000008181206ce76
000008181206d274
000008181206d672
000008181206da70
000008181206de6e
000008181206e26c
000008181206e66a
000008181206ea68
000008181206ee66
000008181206f264
000008181206f662
0000081812067edc
00000818120682da
00000818120686d8
0000081812068ad6
0000081812068ed4
00000818120692d2
00000818120696d0
0000081812069ace
0000081812069ecc
000008181206a2ca
000008181206a6c8
000008181206aac6
000008181206aec4
000008181206b2c2
000008181206b6c0
000008181206babe
000008181206bebc
000008181206c2ba
000008181206c6b8
000008181206cab6
000008181206ceb4
000008181206d2b2
000008181206d6b0
000008181206daae
000008181206deac
000008181206e2aa
000008181206e6a8
000008181206eaa6
000008181206eea4
000008181206f2a2
000008181206f6a0
0000081812067f1a
0000081812068318
0000081812068716
0000081812068b14
0000081812068f12
0000081812069310
000008181206970e
0000081812069b0c
0000081812069f0a
000008181206a308
000008181206a706
000008181206ab04
000008181206af02
000008181206b300
000008181206b6fe
000008181206bafc
000008181206befa
000008181206c2f8
000008181206c6f6
000008181206caf4
000008181206cef2
000008181206d2f0
000008181206d6ee
000008181206daec
000008181206deea
000008181206e2e8
000008181206e6e6
000008181206eae4
000008181206eee2
000008181206f2e0
000008181206f6de
000008181206fadc
000008181206feda
00000818120702d8
00000818120706d6
0000081812070ad4
0000081812070ed2
00000818120712d0
00000818120716ce
0000081812071acc
0000081812071eca
00000818120722c8
00000818120726c6
0000081812072ac4
0000081812072ec2
00000818120732c0
00000818120736be
0000081812073abc
0000081812073eba
00000818120742b8
00000818120746b6
0000081812074ab4
0000081812074eb2
00000818120752b0
00000818120756ae
0000081812075aac
0000081812075eaa
00000818120762a8
00000818120766a6
0000081812076aa4
0000081812076ea2
00000818120772a0
000008181206fb1a
000008181206ff18
0000081812070316
0000081812070714
0000081812070b12
0000081812070f10
000008181207130e
000008181207170c
0000081812071b0a
0000081812071f08
0000081812072306
0000081812072704
0000081812072b02
0000081812072f00
00000818120732fe
00000818120736fc
0000081812073afa
0000081812073ef8
00000818120742f6
00000818120746f4
0000081812074af2
0000081812074ef0
00000818120752ee
00000818120756ec
0000081812075aea
0000081812075ee8
00000818120762e6
00000818120766e4
0000081812076ae2
0000081812076ee0
